         x         y         z
    -1.639    -1.615     0.044
    -0.329     1.136    -0.136
     1.381    -1.773    -0.197
     0.112    -0.717     0.085
    -1.627     1.343    -0.226
     0.188     1.690    -0.022
    -1.680    -0.516    -0.865
    -1.347    -1.377    -0.188
    -0.461     1.845     0.121
    -0.686     0.320    -0.602
     0.141    -0.134     0.139
     1.292     0.080     0.958
    -0.054    -1.352    -0.012
     1.950    -1.079     0.439
    -0.258    -1.510    -0.015
    -0.080    -1.194    -0.029
    -1.727    -1.594     0.022
    -0.069    -1.465    -0.007
    -0.513    -1.470    -0.049
     0.204     0.710     0.154
     1.752     0.001     0.984
     1.672     1.872    -0.295
     0.278    -1.961    -0.105
    -0.868    -0.347    -0.717
    -0.730    -0.561    -0.565
     1.125    -0.597     0.746
     0.245     0.624     0.197
     0.148     1.913    -0.050
     1.151     0.969     0.517
     1.252     0.635     0.764
     1.332    -0.668     0.763
    -1.132     1.771     0.180
    -0.012    -0.154    -0.012
    -1.913     0.036    -0.941
    -0.429     0.701    -0.318
     0.764     0.963     0.395
    -0.543     1.971     0.201
     1.401    -1.126     0.424
    -0.202     0.556    -0.170
    -1.828    -1.857     0.273
    -0.614    -0.340    -0.543
     0.324    -0.339     0.300
    -1.703    -0.005    -0.991
    -1.929    -1.917     0.318
     0.078    -1.211     0.027
    -1.945     0.793    -0.653
     1.894     0.260     0.916
    -0.605     0.519    -0.494
    -0.969     1.669     0.081
    -0.229    -0.724    -0.170
    -1.105     1.810     0.212
    -0.875    -0.534    -0.660
     0.481     1.622    -0.024
    -0.936     0.746    -0.592
     1.654     1.107     0.446
     0.333    -0.124     0.325
    -1.842    -0.707    -0.733
     0.543     1.689    -0.061
    -0.180     1.360    -0.038
     1.335    -0.382     0.902
    -1.724    -1.221    -0.339
    -0.695     1.659     0.057
    -1.972     1.808     0.217
     0.400    -1.666    -0.037
    -1.951     1.159    -0.372
     1.547    -1.579    -0.008
     1.030     0.775     0.613
     0.206    -0.300     0.195
    -0.972    -1.691     0.099
    -0.980    -1.647     0.063
     1.559    -0.453     0.899
    -1.007     0.242    -0.820
    -0.403    -1.483    -0.034
     0.248    -1.361     0.051
    -0.746     0.690    -0.523
    -0.540    -1.659     0.045
     1.796     1.669    -0.096
     0.891    -1.176     0.299
    -0.055     0.147    -0.055
     1.063    -1.019     0.458
     1.937     1.023     0.486
    -0.975     0.543    -0.709
     1.615    -1.428     0.142
     1.083     1.730    -0.140
     0.790     1.356     0.152
    -1.212    -1.330    -0.223
    -0.488     0.677    -0.365
     0.133     0.760     0.096
     0.585    -0.823     0.375
    -0.343    -1.970     0.131
    -1.924     0.877    -0.600
     1.744     0.221     0.961
     0.456    -0.288     0.423
     1.336    -0.649     0.775
    -1.484     0.476    -0.886
     1.734     0.409     0.905
    -1.631    -0.655    -0.792
    -1.110    -1.885     0.276
     1.439     1.997    -0.410
     1.924     0.405     0.862
     1.022     0.077     0.851
    -0.261     0.548    -0.220
    -0.526     0.354    -0.471
     0.475    -0.912     0.280
     1.842    -1.824    -0.241
     1.288     1.844    -0.259
     1.580     0.465     0.894
    -1.959    -1.083    -0.433
    -0.665     0.615    -0.504
    -0.503    -0.587    -0.402
    -0.886     1.096    -0.354
     1.827    -1.393     0.171
    -1.358    -0.924    -0.589
     0.585    -1.283     0.156
     1.703    -0.845     0.658
    -1.739    -0.625    -0.800
     1.523    -1.371     0.198
     0.138     1.764    -0.026
     1.629     1.570     0.001
     0.044    -0.400     0.040
    -1.673    -0.014    -0.995
     0.629     0.314     0.560
    -0.210    -0.377    -0.194
     0.234     0.500     0.204
     1.783     0.458     0.877
    -1.285     0.311    -0.914
     1.916    -1.516     0.052
    -0.837     0.529    -0.641
     0.442    -0.824     0.290
     0.012     1.732    -0.002
    -0.457    -1.582     0.005
    -0.552     1.662     0.048
     0.734     0.020     0.669
    -1.819    -0.750    -0.709
    -1.766     1.185    -0.369
     1.158    -1.807    -0.214
     0.293    -0.052     0.288
    -0.542    -0.574    -0.433
     1.191     1.395     0.162
     1.405     1.352     0.215
    -0.243    -1.614     0.010
    -0.561    -1.436    -0.071
    -1.649    -1.988     0.404
    -0.477    -0.903    -0.284
     0.432     0.642     0.335
     1.824    -1.821    -0.239
     1.222    -1.185     0.353
     0.265    -0.837     0.176
     1.281    -1.382     0.180
     0.296    -0.313     0.278
     1.017    -0.823     0.579
     1.536    -0.464     0.894
     1.282     0.735     0.711
    -0.872     1.677     0.081
     1.600     1.675    -0.104
     1.953    -0.784     0.657
    -1.682    -1.059    -0.487
    -1.379    -1.110    -0.437
    -1.772     1.440    -0.128
     0.558     1.307     0.138
     1.684     0.078     0.991
     1.455    -0.009     0.993
    -0.545    -1.356    -0.110
    -1.388     0.443    -0.889
     0.038     1.528     0.002
     0.719     1.542     0.019
    -1.150    -0.383    -0.847
     0.558     0.969     0.300
     1.642     0.295     0.954
    -1.161     0.726    -0.686
     1.295     0.423     0.878
     0.089     0.084     0.089
     1.178    -0.064     0.922
     0.786     0.125     0.702
     1.207    -0.868     0.604
    -0.379    -0.899    -0.230
    -0.605    -0.660    -0.449
     1.583     1.543     0.028
    -0.604     0.325    -0.538
     1.019     0.697     0.653
    -1.562     1.938     0.359
     1.109    -1.436     0.120
     0.592    -0.195     0.548
     1.924    -0.128     0.931
     0.107     0.233     0.104
    -1.118     0.330    -0.851
    -1.144     1.299    -0.245
    -0.656     0.553    -0.519
    -0.608     0.909    -0.351
     1.864    -0.086     0.954
    -1.698     1.699     0.127
     1.464    -1.447     0.122
     0.661     0.797     0.429
    -0.595     0.152    -0.554
     0.910    -1.945    -0.288
     0.232    -1.643    -0.017
     0.570     0.976     0.302
     1.293     1.590    -0.019
    -0.981     0.955    -0.480
    -1.493    -1.158    -0.400
    -0.126     0.322    -0.119
    -0.313     0.410    -0.283
     0.974    -1.486     0.070
    -1.034    -0.800    -0.599
    -0.435     0.991    -0.231
     1.643    -1.930    -0.351
     0.728     1.204     0.238
    -0.402     1.471    -0.039
    -0.859    -0.307    -0.722
     0.820    -0.752     0.534
     1.738     1.036     0.502
     0.456     0.672     0.345
    -1.825     0.754    -0.705
     1.917    -1.639    -0.064
     0.861    -1.558     0.010
     1.645    -0.933     0.594
    -1.540    -1.982     0.400
     0.001    -1.945    -0.000
     1.475    -1.047     0.498
    -0.621    -0.029    -0.582
     1.780     1.959    -0.370
     1.692     1.818    -0.243
    -0.397     0.378    -0.359
     0.413     0.363     0.375
     1.066     1.891    -0.275
    -1.338    -1.821     0.240
    -1.103     1.940     0.322
     1.015     1.499     0.061
    -0.323    -1.753     0.057
    -0.207     0.156    -0.203
    -0.091    -0.279    -0.087
     0.721     0.815     0.453
     1.453     1.778    -0.205
    -1.824    -0.350    -0.909
     1.522     1.998    -0.414
     1.191    -1.806    -0.217
     1.045     1.781    -0.181
    -0.985    -1.141    -0.347
     1.275    -0.753     0.698
     0.446     1.784    -0.091
    -1.078     1.515    -0.050
    -1.223     1.461    -0.103
    -0.299     0.317    -0.280
    -1.770    -1.110    -0.436
     1.627     1.383     0.187
    -1.343     1.898     0.313
     0.088    -1.666    -0.008
    -0.352    -0.683    -0.267
     1.354    -1.096     0.447
     0.643    -1.713    -0.085
    -0.293    -0.420    -0.264
    -0.516    -1.327    -0.119
     0.442    -0.347     0.402
    -1.465    -0.964    -0.567
     0.324    -1.655    -0.027
    -0.385     1.444    -0.047
    -0.670    -0.116    -0.617
    -1.735     1.106    -0.442
    -1.362    -0.022    -0.978
     1.242    -0.536     0.814
    -0.084     0.958    -0.048
     1.307    -1.460     0.107
    -0.483    -0.564    -0.393
    -1.797    -1.093    -0.448
    -0.236    -0.181    -0.230
    -1.930     1.641     0.066
     0.666    -0.634     0.498
    -0.162     2.000     0.067
    -1.293    -1.844     0.259
     0.811    -0.940     0.427
    -0.829    -0.297    -0.705
     0.295     1.388     0.053
     0.968    -0.453     0.740
     1.185    -1.772    -0.185
     0.613     1.400     0.098
    -0.279    -1.610     0.011
     1.366    -0.866     0.635
     0.684    -1.056     0.311
     0.050    -0.613     0.041
     0.714    -1.525     0.030
    -0.052    -0.405    -0.048
     0.948     1.437     0.108
     1.979     1.325     0.224
     0.338    -1.476     0.032
    -0.691     0.364    -0.596
     1.918    -0.102     0.935
    -0.395     1.384    -0.072
     0.288     0.408     0.261
    -0.590    -0.545    -0.476
    -1.538     1.978     0.396
    -1.969     0.522    -0.799
     1.093     1.593    -0.020
     1.268     0.368     0.891
     0.949    -1.502     0.056
    -0.485     1.255    -0.145
    -1.490     0.552    -0.848
     0.425    -1.977    -0.163
     0.710    -0.836     0.437
    -1.192     0.847    -0.615
     1.658     0.042     0.995
    -1.966     0.353    -0.866
     1.743    -0.702     0.752
     1.901     1.304     0.249
    -1.079     1.907     0.290
    -1.434     0.023    -0.990
     0.282    -1.325     0.068
     1.091     1.519     0.046
     0.915    -0.890     0.499
    -0.235    -1.910     0.077
    -0.463    -0.269    -0.430
    -1.288     1.474    -0.093
    -0.352    -1.359    -0.073
    -0.966    -1.079    -0.388
    -0.815     0.316    -0.691
     1.093     0.104     0.883
     1.404     0.354     0.925
     1.549    -1.705    -0.134
     0.348    -0.368     0.318
     1.487    -1.410     0.160
    -1.635     0.340    -0.941
     1.014    -0.494     0.748
     0.915     0.161     0.783
    -1.784     1.314    -0.248
    -0.763     0.651    -0.550
    -1.583     0.236    -0.972
    -1.667    -0.854    -0.654
     2.000     1.898    -0.293
     1.850     0.855     0.631
     1.541    -1.364     0.206
    -0.896     1.238    -0.255
    -1.855     1.694     0.118
    -1.901     0.954    -0.547
     0.356     1.316     0.088
     0.939    -0.518     0.701
     0.856     0.284     0.725
    -1.231    -0.282    -0.905
     0.150     1.979    -0.059
     0.131     0.818     0.089
     0.277     1.873    -0.081
    -0.492     1.094    -0.217
    -0.637     1.181    -0.226
     1.056     1.676    -0.091
     0.887     0.861     0.505
    -0.783    -1.803     0.162
     1.761    -1.249     0.311
     1.372     1.561     0.010
     0.141    -0.415     0.129
     0.655    -0.661     0.481
    -0.839     1.543    -0.021
     0.422     0.434     0.371
     0.944    -0.808     0.560
    -0.581    -0.965    -0.313
    -0.647    -0.522    -0.522
     1.614    -1.548     0.023
    -0.859    -1.188    -0.283
     1.568     1.889    -0.313
    -0.329    -0.958    -0.186
     0.523     0.425     0.455
     0.780    -0.566     0.594
     1.030     0.625     0.695
    -0.235     1.279    -0.067
     1.919     1.841    -0.251
    -0.245     0.137    -0.240
     1.147     1.024     0.474
    -0.266     0.023    -0.262
     0.540    -1.552     0.010
     0.461     0.663     0.351
     0.963     1.064     0.398
     0.234    -0.426     0.212
     0.339     0.829     0.225
     1.046    -1.382     0.162
     1.480    -1.967    -0.384
     0.406     1.170     0.154
     0.033     1.611    -0.001
     0.594    -0.488     0.494
     0.825    -1.418     0.112
     1.283     0.068     0.957
    -0.365    -0.885    -0.226
     1.054     1.749    -0.154
    -1.711     1.456    -0.113
    -0.996    -0.232    -0.817
     0.514    -1.872    -0.146
     0.643    -1.289     0.167
    -0.497    -1.289    -0.133
     1.598     0.133     0.991
     0.631    -0.942     0.347
     0.834    -0.199     0.726
    -1.778     1.100    -0.444
    -0.667     1.507    -0.040
    -0.470    -0.287    -0.434
    -1.704    -0.505    -0.867
     0.059    -1.474     0.006
    -0.483     1.337    -0.108
    -0.203     0.282    -0.193
    -0.981    -0.357    -0.779
    -1.200    -0.862    -0.607
     0.156     0.765     0.112
    -1.124     1.358    -0.191
     1.181     0.311     0.881
     0.017     0.305     0.017
     0.332     0.227     0.318
     0.924    -1.059     0.391
     0.758     1.822    -0.171
    -1.866    -1.262    -0.291
    -0.182     1.294    -0.049
    -1.591     0.088    -0.996
     1.274     0.149     0.946
    -1.968    -1.056    -0.454
    -0.252    -1.072    -0.119
    -0.161     1.133    -0.068
    -0.450     0.299    -0.416
     0.064     1.920    -0.022
     1.167     1.361     0.192
    -0.424    -1.823     0.103
     1.812     0.062     0.969
     1.946     0.134     0.922
    -0.749    -1.407    -0.111
    -0.904     1.282    -0.224
     0.641    -1.805    -0.139
    -0.553     0.842    -0.349
     0.439     0.850     0.280
     1.354     0.857     0.639
     1.526    -1.275     0.292
    -0.598    -1.806     0.131
    -1.414    -1.792     0.217
    -1.898    -0.867    -0.612
    -0.361    -0.695    -0.271
    -0.377     0.307    -0.351
     1.078    -0.614     0.720
    -0.088     1.460    -0.010
    -0.896     1.150    -0.319
     1.804    -1.837    -0.256
     0.324    -0.853     0.209
    -0.578    -0.740    -0.403
     0.895    -0.732     0.580
    -1.732     1.795     0.220
    -1.188     0.222    -0.905
     0.206    -0.035     0.204
    -1.080    -1.735     0.144
    -0.215    -1.744     0.037
     1.394     1.284     0.279
     0.840    -0.627     0.603
     0.142    -0.175     0.139
    -0.343    -1.626     0.019
     0.541    -0.041     0.515
    -0.441     0.136    -0.422
    -0.316    -1.297    -0.084
     0.958     1.634    -0.052
     1.358    -1.847    -0.267
     1.759    -1.435     0.133
    -1.135    -1.406    -0.149
    -0.015    -0.512    -0.013
    -1.122    -1.078    -0.426
     1.319    -1.518     0.052
     1.208     1.165     0.369
    -1.819    -0.471    -0.864
    -0.297    -1.602     0.009
    -1.765    -0.799    -0.684
    -1.416    -0.639    -0.793
     0.382    -1.647    -0.028
    -1.243    -1.497    -0.070
     1.278    -1.072     0.458
    -1.264     0.629    -0.771
    -0.774     1.504    -0.047
    -1.618     0.758    -0.726
     1.844     1.747    -0.169
    -1.862    -0.166    -0.945
    -0.895     0.145    -0.772
     0.990     0.911     0.512
    -0.417     0.866    -0.263
     0.029    -0.297     0.028
    -1.967    -0.458    -0.828
     0.218    -0.969     0.122
     1.370     0.098     0.975
     0.743     1.397     0.117
    -0.471    -1.192    -0.168
     0.418     1.443     0.052
    -0.282     0.291    -0.267
     1.346    -1.911    -0.325
     0.794    -1.249     0.225
     0.355     0.007     0.347
     1.276    -1.186     0.359
     0.666    -1.909    -0.205
     1.762     1.264     0.296
    -1.005    -0.744    -0.621
     1.291    -0.378     0.893
     1.847    -1.000     0.520
    -0.586    -1.109    -0.246
    -1.286     1.578     0.007
     1.433     0.819     0.676
    -0.837     1.913     0.249
    -0.194    -0.060    -0.192
    -1.604    -0.982    -0.555
     0.694     1.691    -0.077
     1.401    -0.804     0.684
    -0.651     1.666     0.058
    -1.008     1.915     0.286
     1.025     1.076     0.406
    -0.688     0.909    -0.390
     0.250    -1.016     0.131
     1.213    -0.572     0.788
     0.597     0.647     0.448
    -0.324     1.855     0.089
     0.594    -1.491     0.045
     1.891     1.830    -0.244
     1.567    -0.924     0.603
    -0.213     0.133    -0.209
     1.559     0.034     0.999
     1.408     0.819     0.674
    -1.153     1.350    -0.200
    -1.832     1.478    -0.090
     1.222     0.971     0.530
     1.156    -0.142     0.906
     0.187    -0.720     0.140
    -1.321    -1.441    -0.126
    -0.339    -0.004    -0.332
    -0.726     1.560    -0.007
    -1.177    -0.792    -0.649
    -0.329     0.022    -0.323
     1.264    -1.646    -0.072
     1.946    -0.025     0.930
    -0.223    -1.951     0.082
     1.959    -1.934    -0.329
    -0.686    -0.357    -0.593
     1.052    -1.425     0.126
    -0.019     0.392    -0.017
     1.650     1.175     0.384
     0.493     0.542     0.405
     1.855    -0.418     0.877
     0.761     0.757     0.501
    -0.493     1.596     0.012
     0.506    -1.718    -0.071
    -1.988     1.278    -0.264
     1.925    -0.622     0.762
     1.482    -1.703    -0.131
    -1.367    -1.152    -0.398
    -0.865     1.945     0.279
    -1.681     1.875     0.298
    -1.140     0.750    -0.665
    -0.648     0.289    -0.578
    -0.352    -1.935     0.123
     1.943    -0.209     0.911
     1.751    -0.162     0.971
     1.067    -0.470     0.781
     0.336    -0.735     0.244
     1.972     0.222     0.898
     1.598     1.847    -0.273
     0.771     1.141     0.290
    -1.133    -1.108    -0.405
     0.830    -1.578    -0.005
     0.206     0.371     0.191
    -0.972     0.907    -0.509
     0.960    -1.077     0.388
    -0.061     0.126    -0.061
     0.362    -0.226     0.345
     1.266     1.292     0.262
     1.468    -0.486     0.880
     1.353    -1.075     0.464
     0.558    -1.969    -0.206
    -0.024    -0.957    -0.014
    -0.462     1.159    -0.178
     0.061    -0.067     0.061
     1.121     0.421     0.822
    -0.647    -1.763     0.115
     1.407    -1.571    -0.000
    -0.709     0.481    -0.577
    -0.531    -1.134    -0.214
    -1.835    -0.480    -0.856
     1.566    -0.249     0.969
    -0.308    -0.280    -0.292
     0.676     1.407     0.102
    -1.010     0.174    -0.834
     0.615    -0.187     0.567
     1.301    -0.509     0.842
    -1.217     0.008    -0.938
    -0.133     1.765     0.026
     1.871    -0.339     0.901
    -0.747     0.416    -0.622
     0.693    -1.209     0.226
     0.932     1.167     0.315
     0.157    -0.106     0.155
     0.068    -0.795     0.047
     0.981    -0.179     0.818
    -0.493    -0.727    -0.354
     1.486     1.774    -0.201
     1.899     0.665     0.745
     1.938    -1.066     0.452
     1.317     1.435     0.131
    -1.052     0.076    -0.866
     1.040     0.869     0.557
    -0.090    -0.245    -0.087
    -0.079     0.264    -0.076
     1.670    -1.342     0.226
    -1.543    -1.338    -0.230
    -1.599    -0.323    -0.948
     1.575    -1.042     0.505
    -1.501     0.385    -0.925
     1.546     0.113     0.993
     0.106    -0.202     0.104
     0.314     1.970    -0.120
    -0.984     0.589    -0.692
     1.744    -1.072     0.471
     0.038     1.986    -0.015
    -0.964    -0.929    -0.492
    -1.106     1.834     0.233
     1.867    -1.568     0.002
     1.533    -1.873    -0.298
     1.603     0.046     0.998
    -1.452    -1.960     0.377
     0.680    -0.007     0.629
     0.412     0.557     0.340
    -1.434    -1.318    -0.248
     0.213     0.412     0.194
     0.973     0.452     0.744
     0.578    -0.040     0.546
     0.923     1.011     0.424
     0.062    -0.877     0.040
     1.750    -1.890    -0.309
    -1.100     0.523    -0.772
     1.467     1.407     0.162
     1.476     1.355     0.213
    -0.379     0.085    -0.369
     0.209    -0.020     0.208
    -1.891     0.567    -0.800
     0.633    -1.545     0.015
     1.678     1.974    -0.390
     1.207     1.966    -0.360
     1.006    -0.145     0.836
     0.988    -0.307     0.796
     1.534    -1.612    -0.041
    -0.378    -0.869    -0.238
     0.762     0.031     0.690
     0.243     1.646    -0.018
     1.286    -0.084     0.956
    -0.863     0.796    -0.531
     1.932    -1.938    -0.336
    -0.483    -1.399    -0.079
    -1.782     1.316    -0.246
    -0.584     1.371    -0.109
     0.623     1.082     0.274
     0.653     0.397     0.560
     1.302     1.972    -0.376
     0.116     0.643     0.093
    -1.879     1.765     0.184
     1.738    -1.498     0.072
    -1.828    -0.531    -0.834
    -0.543    -1.894     0.164
    -1.183     0.279    -0.890
     1.869     0.460     0.857
    -1.282    -0.769    -0.689
    -1.161     1.690     0.109
     1.494    -1.048     0.498
    -1.941     0.213    -0.911
     1.549    -1.489     0.082
    -0.729     0.177    -0.656
    -1.726    -0.600    -0.816
     0.696     0.722     0.481
    -0.570     1.771     0.107
    -0.742     0.438    -0.612
     0.941    -1.963    -0.309
    -0.369     0.021    -0.361
     1.322    -0.339     0.914
    -0.884    -1.034    -0.395
    -0.809    -0.932    -0.431
    -1.582     0.808    -0.691
    -0.451     0.369    -0.407
    -0.377     0.723    -0.276
     1.588     0.899     0.622
    -1.189    -0.875    -0.594
    -1.424     0.680    -0.769
     1.030     0.676     0.669
    -0.570     0.673    -0.422
    -0.630    -0.050    -0.588
    -0.411    -1.813     0.096
     0.343     0.150     0.333
    -1.204    -0.647    -0.745
     1.151    -0.584     0.762
    -1.255     1.302    -0.252
    -0.556    -0.199    -0.518
    -1.773     1.135    -0.413
    -0.357    -1.051    -0.174
     1.434     0.922     0.598
    -0.034     1.388    -0.006
     0.122     1.767    -0.024
     0.029    -1.412     0.005
     0.087    -0.691     0.067
    -0.215     1.876     0.064
    -0.167     1.752     0.030
     0.174    -0.301     0.165
    -0.062    -0.016    -0.062
    -0.125     1.334    -0.029
    -1.011    -1.269    -0.252
     0.524     0.768     0.360
    -0.245    -0.799    -0.169
    -0.112    -1.654     0.009
     0.196    -1.466     0.020
    -0.802     1.645     0.053
     0.491    -1.494     0.036
    -1.113     1.202    -0.323
     0.244     0.186     0.238
    -0.078    -1.620     0.004
     1.645     0.515     0.868
    -0.064    -0.037    -0.064
    -0.597     1.516    -0.031
     1.947     0.958     0.535
     1.859     1.555     0.015
    -0.289     0.430    -0.259
     1.002     0.007     0.843
     1.501     0.403     0.918
     1.898     1.819    -0.233
     0.676    -1.708    -0.085
     0.394     0.076     0.383
    -0.284     0.505    -0.245
     0.434    -1.857    -0.119
     0.216    -1.586    -0.003
    -0.485    -0.975    -0.261
     0.026     1.894    -0.008
    -0.838    -1.077    -0.352
     1.850     0.848     0.636
     0.480    -1.973    -0.181
    -0.208    -0.055    -0.206
     1.594     0.030     0.999
     0.822     0.181     0.721
     0.162     1.381     0.030
     1.263     0.006     0.953
     1.064     0.957     0.504
    -1.981    -1.718     0.134
    -1.262     0.325    -0.903
    -0.607     1.476    -0.054
     1.722    -0.102     0.984
     0.307    -1.494     0.023
     0.275    -1.591    -0.006
    -0.120     1.888     0.037
    -1.614     0.034    -0.998
    -0.642    -0.773    -0.429
     0.562     0.937     0.316
     1.293    -0.981     0.535
     0.321     0.244     0.306
     0.115     1.326     0.028
     1.057     0.943     0.511
    -0.041     1.375    -0.008
     1.056    -1.246     0.278
     0.224    -0.230     0.216
     1.962     1.819    -0.227
    -1.924     1.848     0.257
    -0.306    -1.257    -0.093
    -1.206    -1.620     0.046
     0.272    -1.004     0.144
    -0.377    -1.291    -0.102
    -1.286    -1.567    -0.004
    -0.132    -0.257    -0.127
    -0.647    -0.412    -0.552
     0.763    -1.933    -0.245
    -1.638     0.779    -0.710
     1.350     0.530     0.842
     0.097    -0.529     0.084
    -1.734     0.798    -0.689
    -1.254     0.812    -0.654
    -1.062    -1.922     0.301
     0.985    -0.742     0.614
     0.843     1.919    -0.255
     0.407     1.673    -0.040
     0.923    -0.949     0.465
     0.146    -1.438     0.019
     0.237     0.539     0.202
     1.569     1.380     0.189
    -1.134     1.434    -0.123
    -1.078     1.329    -0.211
    -1.900     0.542    -0.811
     0.185    -1.917    -0.062
     0.587     1.217     0.192
     1.293    -1.802    -0.220
    -1.373    -1.313    -0.250
    -1.275     1.876     0.287
     0.932     0.702     0.613
     0.009    -1.169     0.004
    -0.345     0.053    -0.337
    -1.494    -0.816    -0.683
    -1.493     0.101    -0.992
    -0.033    -0.984    -0.018
    -0.793    -1.590     0.013
    -1.595    -0.130    -0.991
     1.490    -1.328     0.240
     0.712     1.861    -0.187
     0.555    -0.645     0.421
    -0.478     0.563    -0.389
     0.469     0.691     0.349
     1.417    -0.087     0.984
     1.565     0.662     0.789
    -0.574    -0.048    -0.542
    -0.768     0.781    -0.493
    -1.482    -1.449    -0.121
    -1.812     1.002    -0.523
    -0.026     1.260    -0.008
     0.343    -1.290     0.093
    -0.281    -1.642     0.020
    -1.631    -1.143    -0.414
    -1.126     0.398    -0.832
     0.934     1.324     0.196
     1.481     1.513     0.058
     1.248    -1.166     0.373
    -0.714     0.751    -0.479
    -0.763     1.854     0.193
    -1.610    -0.806    -0.692
    -1.966     1.894     0.293
     1.957     0.848     0.613
    -0.009     0.133    -0.009
    -0.029    -1.480    -0.003
    -0.540     0.107    -0.512
     0.119     1.568     0.000
    -0.602    -0.530    -0.489
    -0.235    -1.141    -0.097
     1.570    -0.513     0.871
     0.114    -1.310     0.029
    -0.013     1.992     0.005
     1.413     1.702    -0.129
    -0.591    -0.046    -0.557
    -0.799     1.423    -0.106
     0.058    -0.908     0.036
     1.028    -1.426     0.124
    -1.094     1.355    -0.190
     1.091    -0.091     0.883
     1.239     1.462     0.102
     1.412    -1.562     0.009
     1.455     1.693    -0.121
    -0.835     0.050    -0.740
    -0.808    -0.270    -0.697
    -1.092    -1.087    -0.413
     1.320     0.636     0.779
    -1.407     1.955     0.370
     1.786     1.966    -0.376
    -0.475     1.332    -0.108
     1.664    -0.300     0.951
    -1.122    -0.928    -0.541
    -1.954    -0.745    -0.682
    -0.783    -0.012    -0.705
    -0.276     0.465    -0.243
     0.964     0.719     0.618
     0.319    -0.877     0.200
     0.973     1.728    -0.130
    -0.620     1.744     0.100
     1.414    -0.486     0.873
     0.341    -1.910    -0.111
    -0.724     1.905     0.218
    -1.563     1.464    -0.106
    -0.401    -0.121    -0.387
    -1.301     1.649     0.075
     1.652    -1.945    -0.364
    -0.974     1.586     0.012
    -1.478     1.564    -0.006
     0.541     1.481     0.046
    -0.365     1.338    -0.082
     0.602    -1.432     0.078
     0.136     0.597     0.112
     0.185    -0.973     0.103
     1.025    -1.502     0.059
    -0.412     1.769     0.079
     0.437    -1.883    -0.130
    -0.830     1.302    -0.196
    -0.930     1.612     0.033
     1.456     1.729    -0.157
    -1.928    -0.103    -0.932
     1.343    -0.376     0.906
     1.806    -0.798     0.679
     1.777     1.368     0.197
    -1.570    -1.079    -0.473
    -0.406     0.134    -0.392
    -0.347     1.583     0.004
    -0.992     0.103    -0.833
     0.335     1.560     0.004
     1.666     1.947    -0.365
     1.003     1.018     0.443
    -0.442    -1.531    -0.017
     0.391    -0.102     0.379
     0.998    -0.658     0.665
    -0.874    -1.116    -0.337
     1.480    -0.094     0.991
     0.117    -1.972    -0.045
     1.992     1.216     0.317
     1.820     1.599    -0.027
    -1.664    -0.702    -0.760
    -1.467     1.262    -0.303
     0.251     0.182     0.244
    -0.774     0.938    -0.413
    -0.677    -0.808    -0.433
     0.082     1.712    -0.011
    -0.522     0.098    -0.496
     0.890     1.647    -0.059
    -0.406    -0.579    -0.331
    -1.688     0.066    -0.991
    -1.952    -0.430    -0.844
     0.167     0.199     0.163
    -1.820     0.284    -0.930
     1.067     1.423     0.129
    -1.720    -1.229    -0.331
    -1.864     0.644    -0.766
    -0.718     1.637     0.043
     1.983     0.884     0.581
     0.691    -1.604    -0.021
     1.137     0.435     0.823
    -1.581     0.833    -0.672
     0.148    -0.066     0.147
    -1.321     1.171    -0.377
     1.391    -1.812    -0.235
    -0.867    -0.880    -0.486
    -1.554    -0.592    -0.830
    -0.734     1.996     0.276
     0.402     0.892     0.246
    -0.277     1.850     0.076
     1.110    -1.084     0.419
     1.745     0.758     0.715
    -1.732    -1.659     0.087
    -1.709    -1.542    -0.029
    -0.190    -0.750    -0.138
     0.057    -0.142     0.056
     1.708     1.687    -0.115
    -1.133    -1.207    -0.323
    -0.428    -1.375    -0.081
     1.177     0.577     0.774
    -1.036     1.550    -0.018
     0.850     0.746     0.552
     0.197     0.965     0.112
    -0.204    -0.629    -0.164
     0.378     0.871     0.237
     1.785     1.464     0.104
    -0.317     1.764     0.060
    -0.102    -0.337    -0.096
     0.883    -0.498     0.679
    -1.689     1.094    -0.456
    -0.959    -1.148    -0.336
    -0.639     1.729     0.094
     0.194    -0.101     0.192
    -1.449     1.551    -0.020
     1.983    -0.012     0.916
    -0.096     1.076    -0.046
     0.461    -1.285     0.125
    -0.844     1.829     0.191
    -1.455     1.915     0.336
    -1.676     1.698     0.126
     1.022    -1.163     0.338
    -1.409    -0.314    -0.939
    -1.412     1.537    -0.033
     0.970    -0.503     0.723
    -1.325    -1.412    -0.153
     0.841    -0.993     0.407
    -1.417     0.228    -0.963
     0.765     1.468     0.071
    -1.724    -0.407    -0.908
     1.370    -1.904    -0.321
    -1.716    -1.944     0.361
     0.301     0.441     0.268
    -0.849     1.783     0.158
     1.114     0.450     0.808
     0.023    -1.033     0.012
     1.935    -1.210     0.330
     0.755    -1.474     0.066
     1.955     0.798     0.648
    -1.689    -1.297    -0.268
    -1.855     1.405    -0.158
    -0.997    -1.579     0.007
    -1.509     1.851     0.276
    -1.683    -0.812    -0.684
    -1.305    -1.190    -0.359
    -1.187     1.379    -0.177
     1.894     0.851     0.625
     0.760    -1.446     0.085
    -1.995    -1.633     0.057
